Running PART=8 with ds_factor=10
Original volume shape: (177, 4608, 4608), chunks: (128, 512, 512)
Part_8
cuda
Found 1 groups:
  - 2019_L
Starting inference over full volume...
16 patches processed
32 patches processed
48 patches processed
64 patches processed
80 patches processed
96 patches processed
112 patches processed
128 patches processed
144 patches processed
160 patches processed
176 patches processed
192 patches processed
208 patches processed
224 patches processed
240 patches processed
256 patches processed
272 patches processed
288 patches processed
304 patches processed
320 patches processed
336 patches processed
352 patches processed
368 patches processed
384 patches processed
400 patches processed
416 patches processed
432 patches processed
448 patches processed
464 patches processed
480 patches processed
496 patches processed
512 patches processed
528 patches processed
544 patches processed
551 patches processed
567 patches processed
583 patches processed
599 patches processed
615 patches processed
631 patches processed
647 patches processed
663 patches processed
679 patches processed
695 patches processed
711 patches processed
727 patches processed
743 patches processed
759 patches processed
775 patches processed
791 patches processed
807 patches processed
823 patches processed
839 patches processed
840 patches processed
856 patches processed
870 patches processed
884 patches processed
900 patches processed
916 patches processed
932 patches processed
948 patches processed
964 patches processed
980 patches processed
996 patches processed
1012 patches processed
1028 patches processed
1044 patches processed
1060 patches processed
1076 patches processed
1092 patches processed
1108 patches processed
1124 patches processed
1140 patches processed
1156 patches processed
1172 patches processed
1188 patches processed
1204 patches processed
1220 patches processed
1236 patches processed
1238 patches processed
1254 patches processed
1270 patches processed
1286 patches processed
1302 patches processed
1318 patches processed
1334 patches processed
1350 patches processed
1366 patches processed
1382 patches processed
1398 patches processed
1414 patches processed
1430 patches processed
1446 patches processed
1462 patches processed
1478 patches processed
1494 patches processed
1510 patches processed
1519 patches processed
1535 patches processed
1551 patches processed
1567 patches processed
1583 patches processed
1599 patches processed
1615 patches processed
1631 patches processed
1647 patches processed
1663 patches processed
1679 patches processed
1695 patches processed
1711 patches processed
1727 patches processed
1743 patches processed
1759 patches processed
1775 patches processed
1791 patches processed
1807 patches processed
1823 patches processed
1839 patches processed
1855 patches processed
1871 patches processed
1887 patches processed
1903 patches processed
1919 patches processed
1935 patches processed
1951 patches processed
1952 patches processed
1968 patches processed
1984 patches processed
2000 patches processed
2016 patches processed
2032 patches processed
2048 patches processed
2064 patches processed
2080 patches processed
2096 patches processed
2100 patches processed
2116 patches processed
2132 patches processed
2148 patches processed
2164 patches processed
2180 patches processed
2196 patches processed
2212 patches processed
2228 patches processed
2244 patches processed
2260 patches processed
2276 patches processed
2292 patches processed
2308 patches processed
2324 patches processed
2340 patches processed
2356 patches processed
2372 patches processed
2388 patches processed
2404 patches processed
2420 patches processed
2436 patches processed
2452 patches processed
2468 patches processed
2484 patches processed
2500 patches processed
2516 patches processed
2519 patches processed
2535 patches processed
2551 patches processed
2567 patches processed
2583 patches processed
2599 patches processed
2615 patches processed
2631 patches processed
2647 patches processed
2663 patches processed
2679 patches processed
2695 patches processed
2711 patches processed
2727 patches processed
2743 patches processed
2759 patches processed
2775 patches processed
2779 patches processed
2795 patches processed
2811 patches processed
2827 patches processed
2843 patches processed
2859 patches processed
2861 patches processed
2877 patches processed
2893 patches processed
2909 patches processed
2925 patches processed
2941 patches processed
2957 patches processed
2973 patches processed
2989 patches processed
3005 patches processed
3021 patches processed
3037 patches processed
3053 patches processed
3069 patches processed
3085 patches processed
3101 patches processed
3102 patches processed
3118 patches processed
3134 patches processed
3150 patches processed
3166 patches processed
3182 patches processed
3198 patches processed
3214 patches processed
3230 patches processed
3246 patches processed
3262 patches processed
3278 patches processed
3294 patches processed
3310 patches processed
3326 patches processed
3342 patches processed
3358 patches processed
3359 patches processed
3360 patches processed

Super-resolved volume saved at: 2019_L/sr_volume_256_QCT_ds10_blur_model/part_2_split/part_8

Total patches super-resolved and written: 3360
